name,lat,lon
Перекуём мечи на орала,55.734402,37.6059251
Оберег,55.7367676,37.6092856
Ева,55.7367494,37.6092481
Поцелуй,55.7367268,37.6092025
Реквием,55.7367072,37.6091596
Беженцы,55.7367494,37.6091756
Морские монтажники,55.7365833,37.6089503
Оплакивание,55.736606,37.6088887
None675,55.7365592,37.6088672
Солнышко,55.7375015,37.610385
Стрелец,55.7374577,37.6104976
Строительница,55.7364716,37.6090013
Слава труду,55.7363614,37.6088511
Косыгин,55.736106,37.6088283
Брежнев,55.736061,37.6086345
Маркс,55.7359666,37.6085578
Отцы и дети,55.7372099,37.6106173
Сергей Есенин,55.7366995,37.6097054
Смерть отца,55.7372507,37.6103974
Разоблачение,55.7339225,37.6065785
None692,55.7337568,37.604686
Фонтан любви_-_ фонтан живой,55.7336425,37.6047197
Рождение нового века,55.7336818,37.605352
Являться муза стала мне,55.7337066,37.6046426
Часовой,55.7342261,37.6063418
Ангел,55.7336569,37.6072007
Ночная дама,55.7336614,37.6071175
Созвездие,55.733743,37.6069767
Виртуальный куб,55.7342121,37.6070546
None702,55.7344106,37.60369
Но время_-_ время_-_ Александр Сергеевич,55.7335237,37.604538
Корабль-призрак,55.7337012,37.6073281
Сизиф,55.7337166,37.6074782
None706,55.7337913,37.6074446
Воин-призрак,55.7337897,37.6075228
Первые ласточки,55.7346438,37.6071793
Покой,55.7343296,37.6057206
None710,55.7335659,37.6056577
None711,55.7335967,37.6061385
None712,55.7338506,37.6063605
None713,55.7355845,37.6052058
None714,55.7338018,37.6045772
Центр индийской культуры,55.7880747,37.5112735
None716,55.7898289,37.5927566
Камень Harley-Davidson,55.7293696,37.6028635
Кусок троллейбуса ТролЗа-5275.05 7458,55.804721,37.5855961
None719,55.7316342,37.6023199
None720,55.7312707,37.6038599
None721,55.7321783,37.6020004
Разгром,55.7765228,37.5916951
Молодая гвардия,55.7764548,37.5919324
Голова Пушкина,55.7941414,37.6702921
Георгий Победоносец,55.7558477,37.6146414
Садовое кольцо,55.7750767,37.6326814
Пионеры-герои,55.8286017,37.6276096
Женщины с веслами,55.6937627,37.6592335
None729,55.7058933,37.7244265
Грот графа Орлова,55.7182249,37.5878885
None731,55.7972306,37.6919821
Палаты Кожевенной слободы,55.7293079,37.6507417
Штурвал корабля мечты,55.7487396,37.4859187
None734,55.6931106,37.7821589
Музей Русской Усадебной Культуры,55.689931,37.784911
None736,55.6904844,37.7871505
Двухосный вагон-музей депо ЛВЧД-1 Окт. ж. д.,55.7860164,37.6507404
Памятник доценту из к/ф Джентльмены удачи,55.7240296,37.5300974
Кот с сарделькой,55.7366651,37.6760315
Zaмания,55.7292367,37.7308716
None741,55.6316937,37.5204071
None742,55.8180731,37.3766567
Музей оптических иллюзий,55.7503075,37.5927836
Пушкинский дуб,55.7597728,37.6007325
None745,55.7793401,37.4237004
None746,55.6465194,37.4552447
Музей русского лубка и наивного искусства,55.7960677,37.7954339
Алисиум,55.761756,37.6049648
Росомахи,55.7626452,37.5823839
Олени Давида,55.7645122,37.5843783
Такины,55.7646396,37.5839582
Лошади Пржевальского,55.7645509,37.5834685
Сурикаты,55.7632146,37.5838286
Медведи,55.7643346,37.5835385
Львы,55.7639258,37.583891
Тигры,55.7644082,37.5839243
KidZania,55.790296,37.5277269
Пеликаны,55.7635042,37.5815967
Жирафы,55.7625543,37.5754747
Обезьянник,55.7627656,37.5830897
Шакалы,55.7642547,37.5833813
Гуанако,55.7617875,37.5789733
Винторогий козёл,55.7634688,37.5825711
Зебры,55.7636068,37.5838458
Чёрные антилопы,55.763681,37.584168
Гривистый волк,55.7635082,37.5751174
Еноты,55.7641587,37.5750159
Гиеновая собака,55.7635754,37.575101
Полосатая гиена,55.7639241,37.5843213
Церковь христиан-адвентистов Седьмого Дня,55.6803664,37.6370622
None773,55.7520845,37.6567264
None774,55.7521195,37.6567342
None775,55.7516863,37.6574964
None776,55.7520875,37.6575147
None777,55.7520881,37.6574587
None778,55.7542336,37.663182
Мельница,55.6993709,37.6856971
Танк,55.6995262,37.6862458
Дон Кихот и Санчо Панса,55.6995616,37.6860426
None782,55.7676553,37.5961906
None783,55.6549997,37.6656702
Аллея звёзд отечественного кинематографа,55.7239797,37.5297333
Myзeй – гyмaнитapный цeнтp «Пpeoдoлeниe» имeни H.A.Ocтpoвcкoгo,55.7642483,37.607018
None786,55.7776114,37.4319102
None787,55.7780183,37.4304114
None788,55.7810151,37.4243356
Московский государственный музей С.А. Есенина,55.7821016,37.6091568
Московский государственный музей С.А. Есенина (филиал),55.8932375,37.529104
Московский литературный музей-центр К. Г. Паустовского,55.6939222,37.7888031
Музей мёда,55.6933643,37.7881916
Музей истории шоколада и какао,55.7866193,37.6593373
None795,55.6152159,37.6835666
Место первой встречи,55.7690702,37.6496449
Baba,55.6670087,37.6677228
Храм Святых и Преподобных Кирилла и Марии,55.8664516,37.4318657
Городская ферма,55.8402079,37.6255334
истребитель миг 21,55.8069009,37.6665148
None801,55.8146046,37.4723751
Орнитарий,55.7957715,37.6672673
Храм преподобного Серафима Саровского,55.8735325,37.5591666
None804,55.7401846,37.5780735
Бывшее паровозное депо,55.7594747,37.8634993
Бывший райисполком (РИК_-_ 1929г),55.7596394,37.8550437
Горки,55.7860417,37.7491723
Хаски,55.786047,37.7492394
Паровоз,55.7712497,37.4341251
Летающие слоны,55.7807213,37.7521669
Волшебный полёт,55.7818427,37.7523935
Цепочка,55.781713,37.752415
Зорб,55.7816889,37.7519214
Призовой аттракцион,55.7810229,37.7520435
Голова 'Родины-Матери',55.8167614,37.5606531
None817,55.8612532,37.6343249
None818,55.8630444,37.6330441
None819,55.8186061,37.6789532
Мир тайн,55.6228239,37.6546088
Учёный кот,55.7382618,37.5976965
Зверюшки,55.7046549,37.6398274
РОСИЗО,55.6808367,37.7374812
Галерея 'Наши художники',55.7408625,37.5964848
Узкоколейный вагон ПВ-40,55.7164256,37.6898604
Верблюд,55.7645134,37.5833739
Дерево новобрачных,55.7463347,37.4756394
None828,55.7604777,37.7451309
Храм св. Андрея Боголюбского,55.7085878,37.7473808
None830,55.8653552,37.6297392
Галерея 'Праздник души',55.8419239,37.366496
Старый пассажирский вокзал станции Андроновка,55.7411465,37.7327191
Бывший жилой дом V типа при станции Ростокино МОЖД,55.8420935,37.6565085
Бывший железнодорожный вокзал станции Лихоборы МОЖД,55.8423901,37.5306101
Мастер и Маргарита,55.7490274,37.6562261
Страна Енотия,55.792684,37.7866934
None837,55.8166997,37.863244
Школьный музей 2-й Дивизии Народного Ополчения,55.7805004,37.7236135
Лошади,55.6614887,37.6461626
Космик,55.7449449,37.5669695
Глеб Жеглов и Владимир Шарапов,55.7700009,37.6124232
Мемориальная квартира Святослава Рихтера,55.7599628,37.597407
ГРАУНД Ходынка,55.7885334,37.4922195
85-мм пушка Д-44,55.8941689,37.5358958
Второй 'круглый' дом,55.7219814,37.5127149
Вертолёт Ми-2,55.687577,37.7695588
Музей истории усадьбы Кузьминки,55.6900474,37.793434
Самолёт МиГ-21ПФ,55.6879625,37.7693735
Аэропоток,55.6871838,37.7706181
Самолёт Ан-2,55.6874953,37.7728403
БТР-70,55.6875073,37.7690785
Облепиха - А.Бартенев,55.7470229,37.5395219
Поэтическая Экономика,55.7475896,37.5387512
Selective Mirror,55.7474815,37.5384408
Истинно-Православная Церковь,55.7630514,37.6782083
Кошка из Габрово,55.9087048,37.7453612
Гуси,55.7604011,37.5834297
Фазаны,55.7618899,37.5754614
Домашние птицы,55.7607474,37.5835075
Шиншиллы,55.7605165,37.5845106
Экзотические лягушки,55.7653519,37.57671
Пожарная каланча,55.7892659,37.6818134
Аквариум осетровых рыб,55.7632369,37.5815817
Грот Растрелли,55.7637698,37.6899199
Плотина Венеры,55.7631571,37.6891715
Триумф,55.7548702,37.6244065
None869,55.7647816,37.6207348
Центр профориентации Московского метрополитена,55.7499753,37.5405621
None871,55.9007278,37.5731615
Мать и дитя,55.6612679,37.6467153
None873,55.7424444,37.5692579
None874,55.7438953,37.5744023
None875,55.7407435,37.5715243
None876,55.7541196,37.6203847
None877,55.7477132,37.6398897
None878,55.7468863,37.6118241
None879,55.7491198,37.6242313
Деревья любви,55.7443636,37.618606
None881,55.7304998,37.6023465
None882,55.738182,37.6085558
None883,55.7415266,37.6129358
None884,55.7434412,37.6085281
None885,55.7779759,37.5858995
None886,55.7590098,37.6192327
None887,55.7413983,37.5708641
None888,55.8316708,37.6274094
Мартышка и очки;Осёл;Волк и ягнёнок,55.7642592,37.5912969
Слон и Моська;Ворона в павлиньих перьях;Две собаки,55.7641933,37.591144
Квартет; Дуб и свинья; Петух и кукушка,55.7641274,37.5909911
Зеркало и обезъяна; Ворона и лисица; Волк и журавль,55.7643251,37.5914498
None893,55.7556614,37.4266449
Музей ПАО КМЗ,55.831234,37.3315264
Районный краеведческий музей 'Ивановское',55.7724825,37.832787
Храм Сергия и Германа Валаамских,55.7750213,37.5895184
Храм Александра Невского,55.7024069,37.6683656
Подводный обитаемый аппарат «Аргус»,55.7559193,37.6123444
None899,55.6908977,37.5611561
None900,55.7690454,37.62084
Церковь Владимира равноапостольного в Отрадном,55.8705031,37.6213939
Выставочный комплекс Российской академии художеств,55.7410324,37.5928938
Выставочный центр «Рабочий и колхозница»,55.8281909,37.6466344
Героям фильма «Офицеры»,55.7278689,37.5914885
Храм святого равноапостольного великого князя Владимира,55.6952659,37.7585303
Церковь евангельских христиан-баптистов,55.754511,37.6460773
Мемориальный музей-квартира А.М. Горького,55.7582421,37.5963004
Музей кинозвёзд,55.7542692,37.7753984
None909,55.8227542,37.6444227
Городская усадьба братьев Гандуриных,55.7435921,37.5954274
Героям фильма «Они сражались за Родину»,55.7270725,37.5909189
Экзоопарк,55.9101828,37.5421904
None913,55.7318082,37.6039155
Электростатическая машина Ван де Граафа,55.7847416,37.7019731
None915,55.8350536,37.6223577
None916,55.8347584,37.6217757
Боец с быком,55.837172,37.619228
Музей истории агрофирмы 'Белая Дача',55.6604653,37.8503854
None919,55.6670796,37.6683156
None920,55.7093447,37.7813908
None921,55.8590072,37.6939543
Дом-музей Зураба Церетели,55.6504458,37.3230512
None924,55.7520155,37.6776338
Нагорная,55.6763735,37.6002856
None926,55.7621103,37.6799985
Музей ОСАО «Ингосстрах»,55.7430911,37.6265752
None928,55.7422358,37.6259034
None929,55.7058409,37.3219933
Домовой,55.6146037,37.4712519
Дом вверх дном,55.7505852,37.5947334
None932,55.7670387,37.6136739
None933,55.7670108,37.6136833
None934,55.7670605,37.6137598
None935,55.7669964,37.6137195
None936,55.767007,37.6137531
None937,55.7670206,37.6137785
None938,55.7670507,37.6137973
None939,55.7671669,37.613627
None940,55.7671345,37.6136029
None941,55.7670568,37.6136417
None942,55.7671028,37.6136377
None943,55.7670583,37.6137195
None944,55.7671081,37.613737
None945,55.7671813,37.6137222
None946,55.7672786,37.6137437
None947,55.7673057,37.6138161
None948,55.7673284,37.6138805
Похищение Европы,55.7106542,37.6548689
None950,55.8984107,37.5744362
None951,55.8983716,37.5742783
None952,55.8893539,37.379232
Контактный зоопарк,55.7609883,37.5827157
None955,55.7780596,37.4336464
Майя Плисецкая,55.7618934,37.6143218
None957,55.6236016,37.7054033
None958,55.7110669,37.5478718
None959,55.7098141,37.5516321
Замания,55.5942463,37.3520243
None961,55.8503806,37.6495744
Осень,55.7129025,37.5837236
Кариатиды,55.7121155,37.5828762
None964,55.6837302,37.3362301
None965,55.686402,37.3342909
Т-34,55.7848676,37.6166242
Д-1,55.7850878,37.616753
None968,55.6171462,37.6954356
None969,55.6170894,37.6947778
None970,55.737108,37.4585938
Голубой баран,55.7632616,37.5826105
Бакланы,55.7635684,37.5814994
Галерея Гари Татинцяна,55.7500257,37.6499987
Знак 'Запрещено разговаривать с незнакомцами',55.7638367,37.5932582
None976,55.817883,37.4801812
Паровоз в разрезе,55.8137182,37.5303875
None978,55.742703,37.6099176
None979,55.8004186,37.4700201
Музейно-просветительский центр МЧС России,55.7419942,37.4709588
None981,55.8238044,37.6716269
None982,55.8197406,37.6771711
None983,55.8665996,37.6292652
None984,55.8429638,37.5139441
Морской аквариум,55.7598352,37.6446372
Ботанический сад Дворца пионеров,55.702453,37.5540162
None987,55.8191432,37.5025708
None988,55.8183247,37.6821146
None989,55.8184543,37.6812509
Школьный историко-краеведческий музей 'История образования в городе Реутове',55.7729008,37.8477658
None991,55.6354772,37.5585828
Дача_-_ где жил А.П.Довженко,55.6506127,37.3221821
Дача_-_ где жила Надя Леже,55.650419,37.323212
Дача_-_ где жил А.З.Рубинов,55.6506854,37.3208839
Алмазный фонд,55.749614,37.613758
None996,55.7392159,37.6303451
Ансамбль городской усадьбы Матвеевых,55.7403123,37.6287041
РотФронт,55.7339135,37.6319684
Школьный музей С. М. Прокудина-Горского,55.7686325,37.5694414
None1000,55.8263284,37.4722405
None1001,55.8260587,37.4663541
None1002,55.844186,37.4718607
None1003,55.8513451,37.4682723
Идол,55.6233938,37.5704486
Гулливер,55.8283514,37.3227936
Музей-квартира Владимира Маяковского,55.7626492,37.5667123
Музей Моды_-_ музейно-выставочный центр,55.754494,37.6250488
Ледяная пещера,55.7516275,37.629121
Подземный музей,55.7500056,37.6288121
Заповедное посольство,55.7517745,37.6282163
Большой амфитеатр,55.7512737,37.6300696
Музей истории РУДН,55.6493583,37.5033447
Луг,55.7520643,37.6304432
Северные ландшафты,55.7519513,37.6291634
Берёзовая роща,55.7512122,37.6280764
Смешанный лес,55.7510054,37.6262962
Хвойный лес,55.7506312,37.6270735
Прибрежный лес,55.7501641,37.6259061
Степь,55.7505633,37.6285324
Малый Амфитеатр,55.7506177,37.6308779
Стеклянная кора,55.7512311,37.6311519
Видовой холм,55.7510759,37.631256
Китайгородская стена,55.7522465,37.6328716
None1026,55.8906915,37.6816549
Парк скульптур,55.735844,37.6077819
None1028,55.825345,37.615092
None1029,55.8254452,37.6150853
None1030,55.8255469,37.615086
None1031,55.8256452,37.6150846
None1032,55.8257461,37.615086
None1033,55.8258424,37.615087
None1034,55.825945,37.6150853
None1035,55.82598,37.6146599
None1036,55.8259269,37.6142304
None1037,55.8258275,37.6142223
None1038,55.8257265,37.6142237
None1039,55.8256258,37.6142206
None1040,55.8255395,37.6142216
None1041,55.8254245,37.614218
None1042,55.8253258,37.6142163
Союз евангелистских баптистов,55.6928418,37.6234548
Центральная община Новоапостольской церкви,55.6935544,37.6223957
Музей Московской окружной железной дороги,55.7668259,37.5176004
Историческое здание вокзала станции Пресня МОЖД,55.7667602,37.5176686
None1047,55.6884887,37.7431538
Рекламный вариант автомобиля ЗАЗ 965А «Запорожец»,55.8029493,37.5327345
Norway Park,55.829505,37.3223402
None1050,55.7135128,37.5848948
Аллея правителей,55.7565478,37.636425
Храм Воздвижения Креста Господня в Красном селе,55.7824914,37.6644724
Храм Иверской иконы Божией Матери при Восточно-Европейской нефтяной компании г. Москва,55.7766696,37.6320973
Храм иконы Божией Матери «Достойно есть — Милующая» при Московской Морозовской детской клинической больнице,55.7249523,37.6174009
Храм иконы Божией Матери «Знамение»,55.7537726,37.6092953
Храм иконы Божией Матери «Неопалимая Купина»,55.7424566,37.5938782
Храм Константина и Елены,55.7630503,37.6641503
Храм Петра_-_ митрополита Крутицкого,55.7511023,37.6508783
Храм Покрова Пресвятой Богородицы,55.8539591,37.4023675
Храм Святителей Московских в Посланниковом переулке,55.7703855,37.6832448
Храм сщмч. Порфирия Ефесского,55.8228033,37.6074009
Храм Троицы Живоначальной,55.638409,37.5192686
Храм царевича Димитрия Угличского,55.7233242,37.6004126
Кадашевская слобода,55.7430156,37.6229033
Московский выставочный зал 'Галерея А3',55.7491752,37.594517
Государственный выставочный зал 'Ковчег',55.823479,37.5656087
None1068,55.8407342,37.4892887
Живая экспозиция «Тяньшанский медведь»,55.8189831,37.6908729
Музей парка 'Сокольники',55.7923649,37.6767161
None1071,55.7782524,37.6408271
None1072,55.7760099,37.5461964
Картинная галерея Василия Нестеренко,55.8676968,37.652392
Музей-культурный центр 'Интеграция' им. Н.А. Островского,55.7671229,37.8277701
Выставочные залы на Арбате,55.7469328,37.5854824
Музей-мастерская народного художника СССР Д.А. Налбандяна,55.7626272,37.6111323
None1077,55.6470833,37.7431548
None1078,55.6471106,37.7430099
None1079,55.6470243,37.7432433
None1080,55.6471439,37.7432325
Virt Games Club,55.6957317,37.3264209
None1082,55.7487524,37.6266834
None1083,55.7485812,37.6307943
None1084,55.89034,37.6918817
None1085,55.8892119,37.6903582
None1086,55.7784572,37.4484527
None1087,55.7746085,37.4398952
None1088,55.7456249,37.5735226
None1089,55.7344868,37.5979813
None1090,55.7334353,37.6003218
None1091,55.7668461,37.6925386
None1092,55.7126817,37.5790759
None1093,55.8775483,37.5308713
None1094,55.8832649,37.5320438
None1095,55.8804948,37.530151
None1096,55.8198443,37.6117108
None1097,55.7445838,37.6053681
None1098,55.7494892,37.6241003
None1099,55.7495104,37.6248612
None1100,55.7486159,37.6241867
None1101,55.7486386,37.624923
Музей скорой помощи,55.7737618,37.6373166
Советская живопись,55.7778614,37.5557422
Амурские тигрята,55.7670794,37.6418322
None1105,55.738525,37.5958731
None1106,55.751277,37.630824
None1107,55.7516033,37.6275232
None1108,55.7292156,37.5779481
None1109,55.7291929,37.5777845
None1110,55.7302974,37.5773145
None1111,55.7302815,37.5772742
Бросающий мяч,55.8093008,37.5256267
Лужковские фальшивые ворота,55.7262272,37.5878857
Мальчик с белкой,55.6536897,37.4826302
None1117,55.7460731,37.5449226
Три богатыря,55.7175174,37.6235854
Ковчег,55.8928561,37.46071
None1120,55.7272521,37.5573783
Макет Москвы,55.8343718,37.6300353
None1122,55.7526076,37.6279592
None1123,55.752567,37.6298181
None1124,55.7280217,37.558573
ДОТ времён Великой Отечественной войны,55.6362611,37.4960277
Музей кино,55.8396088,37.6167881
Арт-холл Выхино,55.7080753,37.8192644
Варшавка,55.6587919,37.6201661
Наследие,55.5839224,37.6859392
L,55.788845,37.613809
RuArts,55.7410396,37.6004162
21,55.7559294,37.6658512
Риджина,55.7563421,37.6650891
11.12,55.7561009,37.6650034
pop/off/art,55.7555447,37.6649176
Центр Искусств,55.7449741,37.6058069
скульптура «мальчик с поднятой рукой»,55.8022307,37.5501884
Музей-квартира А.Б. Гольденвейзера,55.7632313,37.6070257
Музей-квартира Н.С. Голованова,55.7583598,37.6058437
Сокольники и Флот,55.7979506,37.6873996
ФотоЛофт,55.7556711,37.6644042
Vincent,55.7621678,37.6364408
XL,55.7562679,37.6648945
K35,55.7333487,37.5638592
Эритаж,55.7641868,37.6173977
Галерея На Чистых Прудах,55.7635902,37.6422201
Black Dog,55.7329365,37.6450864
Fine Art,55.7555657,37.6652032
Проун,55.7558333,37.6643614
Galerie Iragui,55.734522,37.6174739
Крокин галерея,55.7406665,37.6261647
Кино,55.7541168,37.5920561
ГРАУНД 'Песчаная',55.7936284,37.5126084
Open Gallery,55.7541205,37.5873192
ТНК Арт,55.7763344,37.6034685
Expo-88,55.7546778,37.6366301
Lavrushin,55.7412979,37.5918437
Веллум,55.7413776,37.5919854
Семенов,55.7412302,37.5915941
MustART,55.7586547,37.6042288
Be in Art,55.7970567,37.7135133
Musivum,55.7205235,37.6362354
73 улица,55.7581991,37.5489278
Галерея классической фотографии,55.7315663,37.5593437
Городская усадьба Х.Г. Смирнова - А.Д. Лопатиной,55.7388644,37.5825524
Жилой дом Г.А. Палибина,55.738797,37.577181
None1168,55.7310599,37.5583123
None1169,55.7599711,37.6071695
None1170,55.7464032,37.5972801
None1171,55.7464218,37.5972804
None1172,55.7464404,37.5972806
None1173,55.746459,37.5972808
Одуванчики,55.9057922,37.7082992
Нептун с дельфином,55.8034188,37.5244992
None1177,55.723307,37.6590268
Бывший конный двор,55.5840591,37.8485212
Вид на храм,55.5907354,37.8549569
Выставочный зал РОО 'Товарищество живописцев МСХ',55.7737188,37.5902769
на Шипиловскую плотину,55.6292994,37.6876608
Нижний Царицынский пруд к Шипиловской плотине,55.6228391,37.6772739
обзор нижнего Царицынского пруда,55.630898,37.6910836
Аврора,55.612429,37.6815973
Сфинкс,55.6124426,37.6815772
Летчик,55.8244982,37.3289761
Пограничник,55.8250422,37.3287937
Музей Новогиреево,55.7488072,37.802641
None1192,55.7422721,37.8797636
Особняк Спиридонова,55.7625241,37.6061634
Мечеть 'Ярдэм',55.8563936,37.5925219
None1195,55.7494496,37.6293802
Выставочный зал 'АРТ-Измайлово' (филиал Музея наивного искусства),55.7960659,37.7957556
Городская усадьба Бахрушина К.П.,55.7355388,37.6331238
Набережная,55.5873937,37.7625237
Я люблю Красногорск,55.8025669,37.320123
Господи_-_ помоги России,55.870352,37.364488
Музей-квартира актерской семьи М.В. и А.А. Мироновых - А.С. Менакера,55.7463526,37.5926681
None1202,55.747398,37.5961818
None1203,55.747406,37.5960638
None1204,55.7474762,37.5955367
None1205,55.7474112,37.5957888
None1206,55.7475418,37.5958116
None1207,55.7474645,37.5959987
Zамания,55.8447405,37.6599992
Усадьба коломенского крестьянина,55.6739135,37.6706919
Усадьба кузнеца,55.6748163,37.6713871
Соколиный двор,55.671994,37.6808513
Водяная мельница,55.6721094,37.6802759
Голландский домик царя Петра I,55.672095,37.6795445
None1214,55.7721857,37.8379823
Утиный остров,55.6676907,37.5305031
None1216,55.7511452,37.8644145
None1217,55.7101433,37.4446383
Музей акварели,55.6339478,37.4819364
None1219,55.8645742,37.6344313
Смотровая площадка Panorama360,55.7499443,37.5376812
Светящийся глобус,55.5854633,37.7355681
None1222,55.7532396,37.6499949
Содружество,55.7468904,37.5666529
Школьный историко-краеведческий музей,55.749013,37.8566099
None1225,55.8314878,37.5168675
Часовня Василия Великого,55.8550939,37.5608841
Город детства,55.5913378,37.7530615
Центральный музей МЧС России,55.7595451,37.6222911
None1229,55.771017,37.838269
Art4,55.7578439,37.6029825
None1231,55.8277842,37.329542
Музей-мастерская Людмилы Гурченко,55.7657047,37.5949869
Центр Гиляровского,55.763473,37.6153462
dali elephants,55.7413731,37.6120185
Подпольная типография 1905-1906 гг.,55.7817439,37.5931482
None1236,55.7929023,37.7952647
None1237,55.6099644,37.7245908
None1238,55.7470149,37.6006683
None1239,55.7470706,37.6006781
None1240,55.7470679,37.6007086
None1241,55.7470438,37.6007135
None1242,55.7469956,37.600705
None1243,55.7469785,37.6007037
None1244,55.7464674,37.600566
None1245,55.7464817,37.6007521
None1246,55.7467405,37.6005459
None1247,55.7469644,37.601033
Международный музей нумизматики Вагита Алекперова,55.7493962,37.5973029
None1249,55.8337936,37.3681435
None1250,55.8373814,37.3777598
Гнездование водных птиц,55.6279316,37.7660802
None1252,55.7524481,37.4269896
Rohini gallery,55.8079483,37.4965601
Кому и кобыла невеста,55.7217023,37.5631276
Усадьба Охотниковых,55.7408059,37.5904968
None1256,55.7158058,37.5469753
None1257,55.7269009,37.5467245
None1258,55.7275864,37.5485083
None1259,55.7281724,37.5477788
Храм Петра и Февронии,55.6520748,37.7772331
Музей танкистов и танкостроителей,55.8830411,37.4913559
None1262,55.8941272,37.5381267
Музей восстания машин,55.7072488,37.7262124
None1264,55.8169408,37.3326816
None1265,55.8169513,37.3324013
None1266,55.5999026,37.7213066
None1267,55.6010938,37.7363663
Домик Чехова,55.7717013,37.6040857
На Солянке,55.7546034,37.6384437
Галерея Александра Шилова,55.7490545,37.608298
None1271,55.8311562,37.6559758
None1272,55.5999369,37.7163591
Музей оружия,55.7942758,37.7492257
None1274,55.6044654,37.7448731
None1275,55.6047263,37.7446753
Музей Великий почин,55.762105,37.7294165
Варламу Шаламову,55.7789534,37.6129447
Музей истории астрономии в Московском университете,55.7583623,37.5681795
Временный Храм св.прп. Александра Свирского.,55.7192459,37.7306986
None1280,55.8807485,37.5325209
Яндекс,55.735018,37.5880185
Девушка с собачкой,55.6896502,37.685341
Девушка с фотоаппаратом,55.6897776,37.685748
Девушка с велосипедом,55.689887,37.6861864
Музей автомобильных историй,55.8319329,37.5187161
None1286,55.8208659,37.3814003
None1287,55.6177417,37.7596109
None1288,55.6078585,37.7896187
С. С. Бодров,55.8345488,37.3276657
None1290,55.74204,37.6143042
None1291,55.8200773,37.3419376
None1292,55.6056359,37.741174
None1293,55.6041207,37.7372337
Панда-парк,55.8368321,37.3624416
None1295,55.8199282,37.3398402
Дом-музей архитектора Фёдора Шехтеля,55.6529074,37.3528379
None1297,55.8050196,37.5864816
Музей Московских стрельцов «Стрелецкие палаты»,55.7411623,37.6224044
None1300,55.7548453,37.606854
Детская книга,55.7934721,37.6127871
Пожарники,55.7784564,37.629799
Двенадцать слонов,55.7749178,37.821277
None1304,55.7748571,37.8211837
None1305,55.8590777,37.4528646
None1306,55.859186,37.4527493
None1307,55.8602578,37.4516898
None1308,55.8603662,37.4519527
None1309,55.7363697,37.6651007
None1310,55.8790393,37.5310779
None1311,55.8816015,37.5297207
Крым: Балаклава,55.7630085,37.6542418
Крым: Гаспра,55.7631987,37.6546369
None1314,55.8418454,37.354063
None1315,55.8419116,37.3540465
None1316,55.8419085,37.3541618
Артиллерийский двор,55.755801,37.6188585
None1318,55.7599714,37.6445473
None1319,55.5912218,37.7521198
None1320,55.7247351,37.6717189
None1321,55.6349041,37.7477937
None1322,55.6348676,37.7476319
None1323,55.6335155,37.7482747
ПандаПарк (веревочный парк),55.7953149,37.670069
None1325,55.8172227,37.5294171
None1326,55.8173009,37.5296547
25 кадр,55.7347892,37.6336777
Колоннада,55.5739491,37.3538077
None1329,55.87894,37.5310859
Городская усадьба Ф.Е. Сычева-Калининых,55.773193,37.6795656
None1331,55.7720545,37.6789621
None1332,55.8240703,37.3260981
Собрание,55.7506478,37.6419228
Тапан,55.7878127,37.6218994
На Страже Родины,55.7848826,37.6172411
None1337,55.7893829,37.7992129
None1338,55.7897946,37.7994342
None1339,55.8439973,37.5546263
Doll's Lane,55.7941903,37.7491613
The Ugly Swans,55.7377565,37.6279351
None1342,55.8020349,37.3233718
Буддийский Центр Рипа,55.7684985,37.6763598
None1344,55.7206516,37.5392345
None1345,55.8313826,37.6589558
Остатки фундамента храма Николая Чудотворца в Столпах,55.7597659,37.6361088
Музей авангарда на Шаболовке,55.7129053,37.6104745
Nadja Brykina Gallery,55.7635877,37.63603
Зелёный лось,55.8227111,37.8242482
Музей экслибриса и миниатюрной книги,55.7609189,37.6230226
None1351,55.8453586,37.5673252
Челомей В. Н.,55.7610349,37.8603815
Artplay,55.7522132,37.6687261
None1354,55.7305824,37.6293942
None1355,55.7379234,37.6625709
Холм на Живописной,55.7999322,37.4496149
Во имя Родины,55.785707,37.4573976
None1358,55.6771792,37.7532603
None1359,55.6767369,37.7533673
None1360,55.6770642,37.7528322
None1361,55.6983441,37.7640688
None1362,55.7907332,37.5293797
55°44′28″ с. ш. 37°35′34″ в. д.HGЯO Государственный музей нового западного искусства,55.7409388,37.5927539
Государственный музей Л. Н. Толстого,55.7423932,37.5974458
Музей Отечественной войны 1812 года,55.756272,37.6186895
Музей археологии Москвы,55.7563836,37.6171929
None1367,55.675042,37.5719044
Макрокосмос-микромир,55.8233514,37.6455973
Выставочный зал Московского союза художников,55.7649971,37.611284
None1370,55.865082,37.3430845
None1371,55.8441664,37.3484686
None1372,55.6681275,37.4884901
Женщина и мода,55.7793251,37.7215727
None1374,55.7566659,37.566548
Тушинская Евангельская Церковь,55.8395651,37.4087235
Музей истории Бутырской тюрьмы,55.7837601,37.5935465
Лаврушинский15,55.7418493,37.6215032
None1378,55.5996927,37.7093723
None1379,55.7112083,37.7363515
None1380,55.7221948,37.7371037
None1381,55.7321422,37.7333839
None1382,55.7637159,37.6350604
Музей-квартира Александра Солженицына,55.7640864,37.6092149
None1384,55.849367,37.3642673
None1385,55.849416,37.3641439
None1386,55.8497352,37.3636651
None1387,55.8498903,37.363354
None1388,55.8499407,37.3629382
