name,lat,lon
None1389,55.8498872,37.3628591
Церковь «Ковчег»,55.6331045,37.522686
None1392,55.7543773,37.5992484
Мемориальный музей-квартира А.И. Сумбатова-Южина,55.7642796,37.5985984
Грот,55.8317462,37.5414356
Мемориальная музей-квартира Г.М. Кржижановского,55.7462895,37.6333277
Еврейский музей и центр толерантности,55.7892592,37.6081055
None1397,55.9129725,37.3544779
Лиса,55.7168821,37.6216786
None1400,55.8327639,37.5481846
None1401,55.8328391,37.5486005
None1402,55.8326935,37.5487116
None1403,55.8326047,37.5482744
None1404,55.8666902,37.4766076
Музей военной формы и одежды,55.756452,37.6367809
Осьминог на асфальте,55.6832306,37.6987065
None1407,55.7806852,37.5595264
Благая весть,55.8204263,37.7843465
None1409,55.6076921,37.7080607
None1410,55.8363397,37.6364887
Народный музей музыкальных инструментов,55.7813261,37.6022422
None1412,55.7471772,37.596332
None1413,55.7492638,37.597
Omelchenko Gallery,55.7494779,37.5950566
None1415,55.7508553,37.5962406
None1416,55.731691,37.6235484
Усадьба резчика по дереву,55.6746138,37.6713144
Усадьба Гробовых,55.6737948,37.6698453
None1419,55.756507,37.6404754
Черепаха,55.716883,37.6218723
None1421,55.7671315,37.4234542
Гурудвара,55.6804149,37.6234728
None1423,55.7557588,37.6076095
None1424,55.7555402,37.6082641
None1425,55.7613823,37.5795837
Мини-зоопарк,55.7612511,37.6481595
М. В. Водопьянов,55.788875,37.5228145
Зеркальный лабиринт,55.7861812,37.5287272
None1429,55.757213,37.6403001
None1430,55.7572009,37.6399809
Лобный столб,55.667666,37.6680012
Серпентенит,55.7557686,37.6127176
Угольный комбайн,55.7558116,37.6126479
None1434,55.7459398,37.6345366
Бывшее здание Перервинской духовной семинарии,55.670866,37.7202543
None1436,55.7620149,37.5855615
Винни Пух и Пятачёк,55.8211582,37.6012603
Шапокляк,55.8211505,37.6017363
Пёс Шарик,55.8211606,37.6009625
Львёнок и Черепаха,55.8211493,37.6019821
Карлсон,55.82116,37.6011449
Крокодил Гена,55.8211511,37.601676
Ослик Иа,55.8211579,37.6012893
Дядя Фёдор,55.8211614,37.6009295
Волк,55.8211552,37.6015154
Чебурашка,55.8211506,37.6017075
Почтальон Печкин и кот Матроскин,55.8211609,37.6008938
Заяц,55.8211545,37.6014291
Заяц и волк,55.82115,37.601906
None1451,55.6440787,37.6748119
None1452,55.6326339,37.7484979
Кот Матроскин,55.8211842,37.6014284
None1454,55.7134957,37.462774
None1455,55.7150912,37.4621826
None1456,55.7228292,37.8484154
None1457,55.7643194,37.6574238
None1458,55.7715945,37.7523516
None1459,55.6154754,37.7308702
None1460,55.63794,37.7491659
Юлия Началова,55.6950808,37.4145386
Храм иконы Богоматери «Целительница» Валаамского подворья,55.8291175,37.6669356
None1463,55.6456911,37.7131393
None1464,55.7262427,37.5980137
None1466,55.7304254,37.6005591
Интерактивный музей оружия,55.7158004,37.6118001
Единство,55.8043836,37.7916553
Байкер,55.914273,37.827356
None1470,55.6416963,37.7474141
None1471,55.6390373,37.7484629
None1472,55.661964,37.7617831
None1473,55.6598731,37.7602384
Дом-музей Героя Советского Союза Зайцева Ивана Петровича,55.6217984,37.6836264
None1475,55.7270145,37.6047801
Ленин и рабочие,55.7752012,37.5749288
None1477,55.89623,37.3937682
None1478,55.8961052,37.3942007
Тарантас с конями,55.6433908,37.5250916
None1480,55.6889981,37.7598743
None1481,55.692826,37.7882346
Павлины,55.7613935,37.6017755
Пегас,55.7616319,37.6019914
None1484,55.7476758,37.4768444
None1485,55.7476563,37.4768259
None1486,55.7476412,37.4768106
None1487,55.75262,37.6569486
Дионис,55.7522207,37.6583675
None1490,55.5874178,37.3774047
Панда Парк,55.7903588,37.528896
Уюдинение,55.7525094,37.6680787
Мини-парк «Андромеда»,55.8855925,37.4097938
Моторы Октября,55.7549098,37.6753265
None1495,55.7539756,37.6027214
None1496,55.7557577,37.6035902
None1497,55.7809867,37.4259635
Презервация Тишины,55.7241693,37.5977331
Верхнеяузcкие болота,55.8948897,37.7729018
None1500,55.8177296,37.3206137
Памятник Ерунде,55.8178766,37.5089539
Часовня Святителя Тихона,55.6591193,37.7185421
Дракон,55.8616511,37.4520405
None1504,55.74577,37.6069567
None1505,55.7458081,37.6068383
Вечная любовь,55.7368313,37.5934379
None1507,55.7429544,37.5255847
None1508,55.7427196,37.525162
None1509,55.7426749,37.5252644
Я ♥ Москву,55.5917085,37.6746001
Белки-спортсменки,55.5896523,37.6787066
Совхоз Заречье,55.6960433,37.397
None1513,55.6066507,37.6851285
None1514,55.7546128,37.6084676
None1515,55.7545705,37.6084328
Orekhov,55.7679093,37.6241612
None1517,55.7367002,37.6310809
None1518,55.740967,37.6293936
Голубь Мира,55.6235047,37.609793
None1520,55.6235187,37.6097576
None1521,55.627991,37.6112118
Ротонда,55.6048303,37.6269233
None1524,55.7921885,37.4260841
None1525,55.8731373,37.4813964
Церковь «Новый Завет»,55.9112737,37.8221246
Я люблю Бибирево,55.8981072,37.6051482
Материнская Душа,55.6065305,37.5333591
None1529,55.8655355,37.4691129
None1530,55.7486761,37.5326992
None1531,55.7729436,37.6122
None1532,55.7307037,37.6044261
Шишка,55.6200619,37.6565248
Альпинист,55.8344704,37.6129335
Альпинистка,55.8346143,37.6129121
Газификация,55.8325679,37.6202546
None1538,55.8373586,37.6142746
None1539,55.8289598,37.3219457
Музей истории телесных наказаний,55.7502455,37.5945939
Лесная сказка,55.5851973,37.5475654
Музей Златоустовского монастыря,55.759046,37.6341096
Государственный музей истории российской литературы имени В.И. Даля,55.7358667,37.5919278
Союз-Аполлон,55.914114,37.8119504
Деревянный шар,55.5877401,37.6795784
Большое приключение с хаски,55.8157239,37.67802
None1547,55.740903,37.627905
None1548,55.7683198,37.647232
None1549,55.8383327,37.3328322
ПандаПарк,55.6005639,37.7052974
None1551,55.7728468,37.6846316
None1552,55.7950858,37.666591
Качели 12+,55.7944429,37.6712843
None1554,55.7934594,37.6757583
None1555,55.7915206,37.7548391
Глаз,55.7450493,37.5951035
Истребитель МиГ-29,55.6760402,37.8741086
Музей истории медицины МГМСУ,55.774989,37.6045181
Музей истории органов внутренних дел Москвы,55.7672567,37.6317868
None1560,55.7506222,37.4909748
None1561,55.7336973,37.8478176
В. И. Ленину,55.7906662,37.6608094
Восточная Галерея,55.7686879,37.6272377
Взгляд ребёнка,55.7688086,37.6282503
Сейф желаний,55.8009338,37.5285048
Благовестие,55.7392436,37.8533923
None1567,55.812828,37.5520259
Вертолеты Миля,55.7921138,37.6798063
None1571,55.743612,37.7971114
Главный дом усадьбы Братцево,55.8487769,37.3978363
Павильон №57 'Россия - моя история',55.8347884,37.6247031
Павильон №70 «Москва»,55.8290756,37.6405479
Павильон №1_-_ «Центральный»_-_ «Дом народов России»,55.8287924,37.6328906
Павильон №38_-_ 'Рыболовство',55.8392659,37.6209392
Павильон № 55 'Электрификация',55.8350418,37.6227892
Иоанно-Предтеченский монастырь,55.7538134,37.6401321
Храм Казанской (Песчанской) иконы Божией Матери,55.7896384,37.8014746
Музей музыкальной культуры,55.7746115,37.5992054
Опекунский совет,55.7515263,37.6399862
Крутицкое подворье,55.7285998,37.6576583
Донской монастырь,55.7131111,37.6004594
Храм Благовещения Пресвятой Богородицы,55.624162,37.645963
Часовня Иконы Божией Матери Феодоровская,55.8521658,37.3955646
Храм Иконы Божией Матери Утоли Моя Печали,55.6483297,37.7472371
Храм Рождества Христова в Митино,55.8607781,37.3677476
Мемориальная мечеть,55.7254162,37.4968784
Синагога в Отрадном,55.8553567,37.5919227
Храм святителя Николая Мирликийского,55.8398744,37.4653325
Храм святителя Иннокентия_-_ митрополита Московского в Бескудникове,55.8573853,37.5612612
Храм преподобного Серафима Саровского в Кунцеве,55.7231059,37.4341016
Храм Рождества Пресвятой Богородицы в Крылатском,55.7557113,37.4258272
Павильон №2_-_ представительство Республики Грузия,55.8287344,37.6309583
Павильон №68 «Армения»,55.8310439,37.6333713
Павильон №67_-_ 'Карелия'_-_ до 1999г. «Печать»,55.8311941,37.6323083
Павильон №64_-_ «Оптика»,55.8329763,37.6285952
Павильон №58_-_ 'Украина'_-_ до 2002 г. 'Земледелие',55.8327021,37.6266034
Павильон №22_-_ 'Плодоовощеводство',55.8324801,37.6161134
Павильон №18 «Республика Беларусь»,55.8319752,37.6251403
Павильон №11_-_ 'Казахстан',55.8304067,37.629037
Павильон №14_-_ 'Вычислительная техника',55.8313798,37.6274564
Павильон №15_-_ 'Радиоэлектроника и связь',55.8317335,37.6263864
Павильон №12_-_ 'Выставочный центр профсоюзов',55.8304995,37.6277487
Павильон №13_-_ 'Здоровье',55.8311268,37.6279459
Павильон № 52 'Механизация_-_ электрификация',55.8373286,37.6212179
Павильон № 54 'Крупный рогатый скот',55.8366777,37.6222971
Павильон №46_-_ Администрация политехнического музея,55.8381185,37.6274415
Павильон №71_-_ «Атомная энергия»,55.829727,37.6339234
Павильон №66_-_ «Культура»,55.8318811,37.6315569
Павильон №6_-_ «Химия»,55.8292329,37.6295778
Павильон №4 «Кыргызстан»,55.8286624,37.6300519
Павильон №5_-_ «Физика»,55.8288952,37.6295421
Павильон №8_-_ «Юные натуралисты»,55.8287933,37.6270807
Круговая кинопанорама,55.8270346,37.6299993
Павильон №7_-_ «Семена»,55.8276681,37.626437
Павильон №62_-_ «Охрана природы»,55.8349183,37.6276005
Павильон № 60 «Потребительская кооперация»,55.8337638,37.6281435
Павильон №59_-_ «Зерно»,55.8330468,37.6275616
Павильон №10_-_ «Стандарты»,55.8294865,37.6293268
Павильон №21_-_ 'Газовая промышленность',55.8324106,37.61976
Музей наивного искусства,55.7498715,37.8134084
Российский Союз Евангельских Христиан-баптистов - Церковь Благая Весть,55.8234264,37.5149977
Часовня 12 Целителей,55.7563283,37.8134398
Храм Спаса Нерукотворного образа,55.757632,37.8141212
Храм иконы Божией Матери 'Знамение',55.7377546,37.4627751
Церковь Петра и Павла,55.751366,37.6435557
Государственный центральный музей современной истории России,55.7665536,37.6011197
Церковь Рождества Пресвятой Богородицы,55.6549863,37.4346006
Государственный геологический музей им. В. И. Вернадского,55.7559985,37.6120072
Зоологический музей МГУ,55.755724,37.6089351
Церковь Владимира_-_ митрополита Киевского,55.9155941,37.8315945
Часовня Александра Невского,55.6773554,37.8699692
Храм Большое Вознесение у Никитских ворот,55.7576284,37.5958816
Дом Г. А. Тарасова,55.7625017,37.5912064
Историко-краеведческий музей,55.9125441,37.8546895
Ивановский зал РГБ,55.7505785,37.608419
Усадьба князей Голицыных,55.7466032,37.6036578
Усадьба Лопухиных,55.7468687,37.6030357
Усадьба Вяземских-Долгоруковых,55.7479888,37.6036056
Государственный музей архитектуры им. А.В. Щусева,55.7525921,37.6067564
Музей Героев,55.6817217,37.583582
None1644,55.6452794,37.4074808
Дом-музей Матвея Муравьева-Апостола,55.7672635,37.6643513
Особняк К. А. Гутхейля,55.7440227,37.5942847
Палаты князя Андрея Друцкого,55.7485952,37.5974155
Экспозиция военной техники,55.7258939,37.5024454
Церковь Троицы Живоначальной,55.7599356,37.861286
Музей народной графики,55.7691031,37.6342255
Дом культуры имени С.М. Зуева,55.7787475,37.5906445
Церковь Успения Пресвятой Богородицы в Троице-Лыкове,55.7905472,37.4060167
Музей киноконцерна «Мосфильм»,55.7229739,37.5304854
Церковь Преподобного Пимена,55.7785582,37.604717
Центральный музей МВД России,55.7805731,37.604151
Храм Николая Чудотворца,55.7445428,37.6446828
Церковь Филарета Милостивого,55.7548147,37.5397578
Храм Девяти Мучеников Кизических,55.7544836,37.5795856
Дом Наркомфина,55.7574846,37.581289
Странноприимный дом Н.П. Шереметьева,55.7732899,37.6349032
Храм Симеона Столпника за Яузой,55.7473387,37.6497401
храм Казанской иконы Божьей Матери,55.6686755,37.6680976
Рижский вокзал,55.7920256,37.6325086
Павильон №75,55.8323878,37.637456
Большая каменная оранжерея,55.7382988,37.8098605
Второй Кавалерский Корпус,55.6168949,37.6826504
Церковь Иконы Божией Матери Казанская,55.6212967,37.8412242
None1670,55.7504053,37.8632133
Казармы служителей богадельни,55.7920169,37.7590859
Служебный (Западный) корпус,55.7914193,37.7589466
Семейный корпус_-_ Государев двор,55.7913562,37.7610961
Передние въездные ворота,55.7916791,37.7632418
None1676,55.6926881,37.8518307
Богадельня имени И. Н. Геера,55.7837824,37.6625038
Мечеть 'Хатам Аль-Анбия',55.66472,37.5279033
усадьба Воронцово,55.6670212,37.5313538
Храм Живоначальной Троицы в Воронцове,55.6678569,37.5404432
Мемориальная синагога,55.7301973,37.4963183
Храм Троицы Живоначальной в Серебряниках,55.7499788,37.6446996
Храм святителя Льва Великого,55.6410942,37.4999224
Бывший молельный дом усадьбы 'Ковчег',55.7591248,37.8628935
Палаты Сверчковых,55.759831,37.6405262
Собор Непорочного Зачатия Пресвятой Девы Марии,55.7672936,37.5717956
Никольский собор,55.6694203,37.7185766
Собор Иверской иконы Божией Матери,55.6690669,37.7200357
Храм Антония и Феодосия Печерских в Бибиреве,55.8957882,37.6240782
Церковь ЕХБ 'Голгофа',55.8989407,37.6025065
Церковь Благовещения Пресвятой Богородицы,55.6417688,37.336571
Храм Воскресения Словущего в Барашах,55.759889,37.6495364
Ансамбль 'Жилые дома на Октябрьском поле',55.7955901,37.486772
Часовня иконы Божией Матери «Утоли моя печали» в Северном Медведкове,55.8874053,37.6603893
Храм-часовня Иконы Божией Матери «Живоносный Источник»,55.8984681,37.6070699
Храм Сергия Радонежского,55.7179251,37.7773545
Усадьба Свиблово,55.8539367,37.6309725
Храм Живоначальной Троицы,55.781446,37.5773406
None1699,55.8769598,37.6556625
Храм Святителя Тихона и Святого Андрея Первозванного,55.6836288,37.7633502
Храм Рождества Христова,55.800902,37.7694212
Храм Всех Святых,55.7843242,37.667518
Ростокинский акведук,55.8302002,37.6569047
Храм Рождества Пресвятой Богородицы в Капотне,55.6392867,37.7916715
Московская христианская пресвитерианская церковь 'Единство',55.7161894,37.6746647
Церковь Святителя Николая в Хамовниках,55.7319647,37.591201
Жилые палаты Хамовного двора,55.7325281,37.5891281
Дом городских начальных училищ,55.735498,37.5798781
Исторический музей 'Наша эпоха',55.7327779,37.5807784
Храм св. Дмитрия Солунского,55.8190219,37.8598489
Дом-музей В.М. Васнецова,55.7768488,37.625977
Ракета «Восток»,55.8343094,37.6231424
Галерея 'Самолёт' (ЯК-42),55.8339435,37.6229507
Павильон №16_-_ 'Гидрометеорология',55.8306847,37.6226218
Павильон №25_-_ 'Нефтяная промышленность',55.8338804,37.6193797
Павильон №9_-_ «Юные техники»,55.8291398,37.6283825
Павильон б/н «Хлеб»,55.8272523,37.6279505
Павильон №17_-_ 'Лесная промышленность',55.8312807,37.6236423
Золотой колос,55.8384283,37.6163422
Московская хоральная синагога,55.7552178,37.6349706
Главный дом усадьбы Головиных,55.7605077,37.6406525
Особняк Иокиша,55.8409731,37.5170805
Белые палаты на улице Пречистенке,55.743904,37.5995444
Особняк А. И. Дерожинской,55.7382345,37.5912832
Храм преподобных Зосимы и Савватия,55.8184769,37.8138317
None1727,55.7577029,37.6436114
Палаты Шуйских,55.7544124,37.6428849
Государственный Биологический музей им. К.А. Тимирязева,55.7644691,37.5717249
Городская Усадьба П.И. Щукина,55.7645348,37.570606
Синагога при Московском еврейском общинном центре,55.7905204,37.6084125
Храм Сошествия Святого Духа на Апостолов,55.7914544,37.6181532
Храм-часовня Николая Чудотворца,55.8030901,37.7064346
Палаты Троекуровых,55.7585506,37.6154418
Церковь Тихвинской Божией Матери,55.7882851,37.5993304
Собор бывшего Скорбященского монастыря,55.7893439,37.5926267
Храм Всемилостивого Спаса,55.8368585,37.3864717
Дом общества 'Детский труд и отдых',55.7908639,37.598612
Храм Покрова Пресвятой Богородицы в Бутырской тюрьме,55.7845614,37.5936809
None1740,55.7826384,37.6079332
Храм Иконы Божьей Матери Отрада и Утешение,55.8807757,37.722101
Флигель городской усадьбы П. А. Алянчиковой,55.7691227,37.6100039
Особняк А. К. Ферстер — Михельсона,55.7588121,37.5900278
Особняк С.П. Рябушинского,55.7581411,37.5961482
Храм Вознесения Господня за Серпуховскими воротами,55.7263069,37.6233272
Музей В.И. Даля,55.7616991,37.5801254
Храм Великомученика Георгия Победоносца,55.7658795,37.5760382
Особняк Горбуновых,55.7664953,37.5768188
Террариум,55.7617993,37.583717
Городская усадьба Долгоруких,55.7580628,37.5872607
Собор Боголюбской иконы Божией матери,55.7674422,37.6147696
Усадьба Е. А. Волконской_-_ Н. И. Прокофьева,55.75504,37.6657834
Храм Святителя Николая Мирликийского,55.7586574,37.5660409
Усадьба Хованского,55.7490857,37.5905315
Церковь преподобного Симеона Столпника,55.7533495,37.5968559
Дом Шереметьевых,55.7564201,37.5885863
Музей А.М. Горького,55.7558051,37.5887412
Часовня Явления образа Николая Чудотворца,55.6218282,37.8405185
Церковь-часовня Страстей Господних,55.6225297,37.8380657
Церковь Пимена Угрешского,55.622094,37.836791
Собор Преображения Господня,55.6215006,37.8396007
Собор Николая Чудотворца,55.6218017,37.8396877
Колокольня,55.6223086,37.8402859
Часовня Иконы Божией Матери Взыскание Погибших,55.6236312,37.8387703
Особняк Маргариты Морозовой,55.7433467,37.5844934
Музей-мастерская А.С. Голубкиной,55.7416229,37.5857936
Храм Святой Животворящей Троицы,55.6150527,37.476008
None1771,55.7716759,37.6321481
Храм Троицы Живоначальной в Листах,55.7716954,37.6316712
Бывшая контора «Новосухаревского рынка»,55.7719036,37.6275162
Усадьба Апраксиных-Бутурлиных,55.7508287,37.604496
Церковь Зачатия Анны,55.7394516,37.6006214
Церковь Сошествия Святого Духа,55.739582,37.5989978
Церковь Преображения Господня,55.5836934,37.734836
Храм Всех Святых во Всехсвятском,55.8039504,37.5137244
Жилой дом с лавками Д.Н.Щербакова-Смирновых,55.774436,37.6835435
Дом Н.С. Брашнина,55.7372354,37.6275941
Храм Архангела Михаила в Тропарево,55.6558385,37.4789785
Церковь ссв. Косьмы и Домиана,55.8802567,37.4552622
Храм Успения Пресвятой Богородицы,55.7127783,37.4736421
Храм Святителя Николая,55.719324,37.8569495
Святителя Тихона,55.7190861,37.8572517
Музей современного искусства «Гараж»,55.727525,37.6010228
Особняк И.Л. Динга,55.7899878,37.6611263
Клуб фабрики 'Свобода',55.800606,37.5811655
Дом-музей И. В. Курчатова,55.7985307,37.476342
Слоновник,55.7649223,37.5759632
Дом птиц,55.7643806,37.5741848
Часовня Иконы Божией Матери Державная,55.914444,37.6874948
Храм Святителя Спиридона Тримифунтского,55.6888361,37.6953092
Церковь Троицы Живоначальной в Троице-Лыкове,55.7887563,37.4065664
Музей хоккея,55.7030684,37.6465879
Церковь-часовня Иконы Божией Матери Феодоровская,55.9024945,37.3929405
Церковь Святителя Николая Чудотворца На Берсеневке В Верхних Садовниках,55.7439203,37.6107997
Выставка гигантских насекомых,55.7621869,37.5814249
Успенский храм-колокольня,55.7390854,37.7016226
Старообрядческий собор Рождества Христова,55.7389259,37.7023782
Покровский кафедральный собор Старообрядческой церкви,55.7397134,37.7024475
Храм Василия Исповедника,55.7453461,37.6831128
Храм святых мучеников Флора и Лавра на Зацепе,55.7284846,37.6382329
Церковь Казанской иконы Божией Матери,55.7661783,37.6242826
Собор Рождества Пресвятой Богородицы,55.7397697,37.6003658
Павильон №31_-_ 'Геология',55.8351438,37.6195295
Павильон №30_-_ 'Микробиологическая промышленность',55.8348893,37.61854
Павильон №36_-_ 'Переработка продукции сельского хозяйства',55.8397311,37.6157092
Павильон №28_-_ 'Пчеловодство',55.8365969,37.6165955
Павильон №27_-_ 'Физкультура и спорт',55.8346,37.6128259
Павильон №33_-_ бывш. 'Автоэкспорт',55.8352547,37.6223485
Павильон № 50 'Молочная промышленность',55.8376985,37.6190834
Павильон № 47 'Свиноводство',55.8369938,37.624442
Павильон №37_-_ 'Птицеводство',55.8400274,37.6192374
Храм святителя Николая в Новой Слободе,55.7756643,37.6029214
None1821,55.8352107,37.6162204
Софии Премудрости Божией,55.7608479,37.6254413
Церковь Иконы Божией Матери Владимирская,55.9099892,37.7742297
Собор Рождества Христова,55.9167512,37.7479166
Господский дом,55.9085517,37.5855208
Храм Воздвижения Креста Господня в Алтуфьево,55.9080987,37.5861293
Собор Богоявления,55.7557461,37.6228124
Особняк Зинаиды Морозовой,55.7611679,37.5906399
Особняк А.Ф. Беляева,55.7600208,37.5935518
Церковь Евгения Херсонского под колокольней,55.7658137,37.6237144
Церковь Иоанна Златоуста,55.7153872,37.6021406
Храм Сретения Владимирской иконы Божией Матери,55.76579,37.6298977
Доходный дом Солодовникова,55.7899719,37.6331626
Дом-музей П.Д.Корина,55.7289555,37.5669589
Музей истории медицины,55.7318595,37.5696009
Синагога на Большой Бронной,55.760021,37.5980194
Англиканская церковь Cв. Андрея,55.7581309,37.605509
Богоявленский кафедральный собор в Елохове,55.7723714,37.6742537
Церковь Рождества Богоматери,55.7528857,37.6401242
Церковь вмч. Елисаветы,55.7545234,37.6405687
Часовня св. Иоанна Предтечи,55.7548142,37.640138
Церковь Илии Пророка Обыденного,55.7422076,37.6035262
Храм преподобного Иова Почаевского,55.7430186,37.6226083
Храм иконы Божией Матери 'Троeручица',55.6059512,37.7211411
None1848,55.7762007,37.456725
Троицы в Никитниках,55.7539352,37.6313722
Церковь Рождества Иоанна Предтечи у Варварских ворот,55.7532107,37.6320795
Палаты тверского подворья,55.762758,37.6246974
храм Илии Пророка в Черкизове,55.8002935,37.7341582
Церковь Космы и Дамиана на Маросейке,55.7578109,37.638463
None1854,55.756272,37.6292684
Историко-мемориальный музей 'Пресня',55.7594159,37.5706919
Особняк купца В.Д. Носова,55.7851987,37.703406
Особняк Шехтеля,55.765928,37.5918386
Особняк Ф.О. Шехтеля,55.7661941,37.5956326
Храм Успения Пресвятой Богородицы в Путинках,55.7690316,37.6072297
Церковь Александра Невского,55.6546104,37.4344237
Церковь преподобного Сергия Радонежского,55.7669691,37.615797
Собор Святителя Петра_-_ митрополита Московского,55.7672336,37.6152552
Храм Преподобного Сергия Радонежского в Крапивниках,55.7669234,37.6174467
None1864,55.7674254,37.6257265
Церковь Николая Чудотворца в Дербеневе,55.7685662,37.6377156
Дворец Юсуповых,55.7664803,37.6501129
Храм Вознесения Господня,55.6671648,37.6707525
Храм Иерусалимской иконы Божией Матери,55.7335943,37.6773041
Церковь Софии и Татьяны,55.7649619,37.5852685
None1870,55.7564973,37.6421811
Храм святителя Мартина исповедника_-_ Папы Римского,55.7435047,37.6596996
Храм Сорока Севастийских Мучеников,55.7318427,37.6585691
Храм Николая Чудотворца в Толмачах,55.7408626,37.6200381
Храм Покрова Пресвятой Богородицы Марфо-Мариинской обители милосердия,55.7377299,37.6229423
Дом Доктора Эберлина,55.7408008,37.6260939
Домовый храм Иверской иконы Божией Матери на Полянке,55.7385065,37.6171467
None1877,55.7391999,37.6187455
Малый храм-часовня праведного Иоанна Русского,55.7347114,37.4063116
Музей каллиграфии,55.8003213,37.6758058
Храм Петра и Павла,55.7697528,37.6570316
Часовня 300-летия дома Романовых,55.7322167,37.6563299
Колокольня с храмом преподобного Сергия Радонежского,55.732135,37.6574548
Российский музей леса,55.7328879,37.6335245
Палаты в Овчинниках,55.7444869,37.6308545
Покрова Пресвятой Богородицы старообрядческий храм,55.7735782,37.6859906
храм Спаса Преображения,55.8319014,37.402048
Городская усадьба П. П. Игнатьевой – Н. А. Белкина,55.7260361,37.6216748
None1891,55.8412164,37.525706
None1892,55.8410912,37.5256331
Дом начальника участка тяги,55.8407967,37.5250822
None1894,55.8412622,37.5269249
Мемориальный музей космонавтики,55.8232293,37.6402856
Храм Серафима Саровского,55.8832211,37.6667363
Храм Преподобного Сергия Радонежского,55.8868549,37.5982958
Храмовый комплекс во имя Собора Московских Святыx,55.8868232,37.598827
Сергиевская церковь,55.6512043,37.3912624
Храм Троицы Живоначальной на Воробьёвых горах,55.7105654,37.5402768
Церковь Иоанна Предтечи,55.6073779,37.3547139
Церковь Тихона_-_ патриарха Всероссийского,55.6069298,37.3546388
None1906,55.6425704,37.7485092
Храм Живоначальной Троицы при детской больнице святого Владимира,55.7874681,37.6956217
Детский парк аттракционнов 'Кроха',55.7747098,37.7501109
Церковь Антония и Феодосия Печерских в Бибиреве,55.8957942,37.6245334
св. Георгия Победоносца,55.7324109,37.5121479
None1911,55.7912198,37.4549141
Домовая церковь Спаса Всемилостивого,55.7348105,37.8082701
Итальянский домик,55.7352585,37.8114025
Американская оранжерея,55.7377997,37.8113513
Колокольня церкови Спаса Всемилостивого,55.7349566,37.8084361
Вольер для птиц,55.7365266,37.8104232
Павильон 'Эрмитаж',55.7374344,37.8078046
Кухонный флигель,55.7349642,37.808669
Дирекция (Швейцарский домик),55.7359176,37.8065555
Погодинская изба,55.7323726,37.5673907
церковь Георгия Победоносца,55.6670592,37.6698831
Водовзводная башня,55.6669312,37.670005
Церковь Николая Чудотворца,55.8216746,37.3780739
Золотой пруд,55.5731444,37.3490663
Тёмный пруд,55.5725537,37.3479932
Красный пруд,55.5736609,37.3508016
Троицкий собор,55.7108954,37.6299492
Колокольня с храмом прп. Симеона Столпника,55.7111374,37.6307915
Собор Святых Отцов Семи Вселенских соборов,55.7107407,37.630997
Поминальная часовня,55.7112556,37.6288179
храм Воскресения Словущего,55.7095336,37.6295938
Храм Тихвинской иконы Божией Матери,55.8182846,37.643934
Церковь св. Митрофана Воронежского,55.8034688,37.5630706
Музей И.С. Тургенева,55.738841,37.5960284
старообрядческий храм Покрова Пресвятой Богородицы,55.7368827,37.5977729
Особняк Абрикосовых,55.7374414,37.595489
Православная часовня св. великомученика и целителя Пантелеймона в Отрадном,55.8566981,37.590693
Церковь Иосифа Волоцкого,55.5905122,37.7619343
Всех скорбящих Радость,55.7850056,37.6288854
Филиал Государственного музея Л.Н. Толстого,55.7433205,37.6276866
Усадьба Алтуфьево,55.9083703,37.5870572
Храм Воскресения Христова в Кадашах,55.7433125,37.6227478
Храм святых мучеников Адриана и Наталии,55.8652624,37.6993243
None1947,55.6942388,37.538816
Зелёный театр,55.8316744,37.6171566
Часовня Серафима Саровского в Филях,55.7635636,37.4779535
Храм Троицы Живоначальной на Пятницком кладбище,55.7998353,37.6395209
Церковь Ильи Пророка на Новгородском подворье,55.7547278,37.6238511
Дом бояр Романовых,55.7527252,37.6289329
Церковь Георгия Победоносца на Псковской горке,55.7525457,37.630853
Храм Апостола Иоанна Богослова под Вязом,55.7574713,37.6276786
Собор Спаса Нерукотворного Образа в Заиконоспасском монастыре,55.7564023,37.6208291
None1956,55.7208451,37.4221201
Церковь Николая Чудотворца в Троекурове,55.7030195,37.4111245
Жилой дом Абрикосовых,55.7865204,37.6587222
None1959,55.6892543,37.7881709
Дворец Алексея Михайловича,55.656209,37.6560383
Джунгли,55.7942204,37.671768
Крестильный храм во имя святых мучениц Веры_-_ Надежды_-_ Любови и матери их Софии,55.9082773,37.5860766
Часовня мученика Уара,55.907742,37.5855093
Жилой дом 1880 г.,55.7787056,37.6469773
Церковь-часовня Ксении Петербургской,55.9117183,37.5618571
None1967,55.6910999,37.5934827
Храм Святых Мучениц Веры_-_ Надежды_-_ Любови и матери их Софии на Миусском кладбище,55.7943679,37.5975276
храм Воскресения Христова,55.7911842,37.6767632
Храм-часовня Покрова Пресвятой Богородицы,55.6946052,37.4952684
Павильон №510_-_ 'Главконсерв',55.8357213,37.6248796
Храм Софии Премудрости Божией в Средних Садовниках,55.7475575,37.6216545
None1973,55.808031,37.654612
Храм всех святых в земле Российской просиявших в Новокосино,55.7351826,37.8473767
None1975,55.5931593,37.6761867
Третий Кавалерский корпус,55.6172914,37.6798372
Первый Кавалерский корпус,55.6165519,37.6839295
церковь Божией Матери Живоносный Источник,55.6170362,37.6813006
None1979,55.887986,37.6746428
Лес чудес,55.7864746,37.750889
Четыре времени года,55.754294,37.6136493
